t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_c | Gold: baghdad (44.3938889,33.3386111) | Model: baghdad (44.3938889,33.3386111) p = 8648
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: islamabad (73.1666667,33.6666667) | Model: islamabad (69.6125,28.0166667) p = 4329
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: quetta (67.0,30.2) | Model: quetta (67.0,30.2) p = 3496
t_c | Gold: punjab (72.0,31.0) | Model: null
t_i | Gold: lahore (74.4011111,31.5216667) | Model: lahore (68.7833333,30.4) p = 517
t_i | Gold: islamabad (73.1666667,33.6666667) | Model: islamabad (69.6125,28.0166667) p = 4329
t_c | Gold: india (77.0,20.0) | Model: india (77.0,20.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: riviera (7.5,43.75) | Model: riviera (-114.62056,35.10083) p = 3082
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (5.7333333,45.6333333) p = 4
#############################################
t_i | Gold: costa rica (-84.0,10.0) | Model: costa rica (-75.4194444,20.1786111) p = 191
t_c | Gold: the netherlands (5.75,52.5) | Model: null
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: luxembourg (6.1666667,49.75) | Model: luxembourg (6.166666666666667,49.75) p = 0
t_i | Gold: nicaragua (-85.0,13.0) | Model: nicaragua (-85.8333333,11.4333333) p = 200
#############################################
t_c | Gold: stansted (0.3,51.3166667) | Model: stansted (0.3,51.3166667) p = 172
t_i | Gold: england (-2.0,53.0) | Model: england (7.0333333,52.2166667) p = 713
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_c | Gold: khartoum (32.5333333,15.5833333) | Model: khartoum (32.5341667,15.5880556) p = 408
t_c | Gold: amman (35.9333333,31.95) | Model: amman (35.9333333,31.95) p = 91
t_c | Gold: stansted (0.3,51.3166667) | Model: stansted (0.3,51.3166667) p = 172
t_c | Gold: stansted (0.3,51.3166667) | Model: stansted (0.3,51.3166667) p = 172
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
#############################################
t_c | Gold: japan (138.0,36.0) | Model: japan (138.0,36.0) p = 0
t_c | Gold: tokyo (139.7513889,35.685) | Model: tokyo (139.7513889,35.685) p = 2350
t_c | Gold: japan (138.0,36.0) | Model: japan (138.0,36.0) p = 0
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_c | Gold: osaka (137.2666667,35.95) | Model: osaka (137.2666667,35.95) p = 6935
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
t_c | Gold: japan (138.0,36.0) | Model: japan (138.0,36.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: sakai (136.2333333,36.1666667) | Model: sakai (138.1833333,36.4666667) p = 5
#############################################
t_i | Gold: baltimore (-76.6125,39.29028) | Model: baltimore (-88.7,15.7833333) p = 7700
t_c | Gold: seattle (-122.33083,47.60639) | Model: seattle (-122.33083,47.60639) p = 520947
t_i | Gold: california (-119.257,37.26842) | Model: california (-109.55,28.3833333) p = 875
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (-94.3166667,16.3333333) p = 758
t_i | Gold: detroit (-83.04583,42.33139) | Model: detroit (-122.14861,44.73417) p = 326
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (-103.75028,30.34) p = 1426
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (-103.75028,30.34) p = 1426
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: dallas (-96.8,32.78333) | Model: dallas (-86.66056,33.84944) p = 5331
t_i | Gold: dallas (-96.8,32.78333) | Model: dallas (-86.66056,33.84944) p = 5331
t_i | Gold: oklahoma (-98.7188,35.31003) | Model: oklahoma (-86.87722,37.66167) p = 212
#############################################
t_c | Gold: helsinki (21.4333333,60.6) | Model: helsinki (21.4333333,60.6) p = 930
#############################################
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: taipei (121.45,25.0166667) | Model: taipei (121.45,25.0166667) p = 1290
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
#############################################
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: antara (108.0166667,-6.95) | Model: antara (108.0166667,-6.95) p = 5500
t_i | Gold: surabaya (105.7166667,-4.6666667) | Model: surabaya (107.6472222,-6.9205556) p = 4
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_i | Gold: surabaya (105.7166667,-4.6666667) | Model: surabaya (107.6472222,-6.9205556) p = 4
t_i | Gold: surabaya (105.7166667,-4.6666667) | Model: surabaya (107.6472222,-6.9205556) p = 4
#############################################
t_i | Gold: mexico (-102.0,23.0) | Model: mexico (-114.9761111,32.5138889) p = 100
t_i | Gold: mexico (-102.0,23.0) | Model: mexico (-114.9761111,32.5138889) p = 100
t_i | Gold: mexico (-102.0,23.0) | Model: mexico (-114.9761111,32.5138889) p = 100
t_i | Gold: oaxaca (-96.7333333,17.0333333) | Model: oaxaca (-115.1811111,32.3494444) p = 813
t_i | Gold: guerrero (-100.0,17.6666667) | Model: guerrero (-97.6180556,16.7522222) p = 1448
#############################################
t_i | Gold: vermont (-72.47119,43.86954) | Model: vermont (-86.03194,40.49917) p = 86
t_i | Gold: montpelier (-72.57583,44.26) | Model: montpelier (-90.64889,30.68083) p = 245
t_c | Gold: vt (-72.47119,43.86954) | Model: null
t_i | Gold: vermont (-72.47119,43.86954) | Model: vermont (-86.03194,40.49917) p = 86
t_i | Gold: roxbury (-72.73333,44.09417) | Model: roxbury (-89.67528,43.24944) p = 3521
t_i | Gold: montpelier (-72.57583,44.26) | Model: montpelier (-90.64889,30.68083) p = 245
#############################################
t_i | Gold: sydney (151.2166667,-33.8833333) | Model: sydney (-98.76944,46.73083) p = 874
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: san francisco (-122.41833,37.775) | Model: san francisco (-97.3166667,25.35) p = 4
t_i | Gold: sydney (151.2166667,-33.8833333) | Model: sydney (-98.76944,46.73083) p = 874
#############################################
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: budapest (19.0833333,47.5) | Model: budapest (19.0833333,47.5) p = 1
#############################################
t_i | Gold: spain (-4.0,40.0) | Model: spain (-83.53806,30.86444) p = 2682
#############################################
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-84.43583,30.72722) p = 17409
#############################################
t_i | Gold: france (2.0,46.0) | Model: france (-7.4666667,41.65) p = 20
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (-95.55528,33.66083) p = 24550
t_i | Gold: france (2.0,46.0) | Model: france (-7.4666667,41.65) p = 20
t_i | Gold: france (2.0,46.0) | Model: france (-7.4666667,41.65) p = 20
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
#############################################
t_i | Gold: ottawa (-75.7,45.4166667) | Model: ottawa (31.0333333,-29.6666667) p = 250
t_c | Gold: nigeria (8.0,10.0) | Model: nigeria (8.0,10.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (5.7833333,5.7166667) p = 208
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: hamburg (9.8166667,54.1333333) | Model: hamburg (-95.6575,40.60444) p = 1263
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_i | Gold: hamburg (9.8166667,54.1333333) | Model: hamburg (-95.6575,40.60444) p = 1263
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: lincoln (-96.66667,40.8) | Model: lincoln (-96.66667,40.8) p = 203076
t_i | Gold: nebraska (-99.68333,41.49784) | Model: nebraska (-85.45944,39.06361) p = 954
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_c | Gold: u.s (-97.0,38.0) | Model: null
t_i | Gold: germany (10.5,51.5) | Model: germany (-95.35056,31.43972) p = 17598
t_i | Gold: denmark (10.0,56.0) | Model: denmark (-98.28667,39.08917) p = 246
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: denmark (10.0,56.0) | Model: denmark (-98.28667,39.08917) p = 246
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (-82.23944,40.84028) p = 361
#############################################
t_c | Gold: japan (138.0,36.0) | Model: japan (138.0,36.0) p = 0
t_c | Gold: tokyo (139.7513889,35.685) | Model: tokyo (139.7513889,35.685) p = 2350
t_c | Gold: japan (138.0,36.0) | Model: japan (138.0,36.0) p = 0
#############################################
t_i | Gold: johannesburg (25.7333333,-30.4166667) | Model: johannesburg (28.0833333,-26.2) p = 770
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_c | Gold: kenya (38.0,1.0) | Model: kenya (38.0,1.0) p = 0
t_c | Gold: kenya (38.0,1.0) | Model: kenya (38.0,1.0) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: sri lanka (80.5,7.5) | Model: sri lanka (81.0,7.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
#############################################
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (42.0955556,37.775) p = 4
t_i | Gold: germany (10.5,51.5) | Model: germany (23.2833333,55.4166667) p = 124
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_c | Gold: saudi arabia (45.0,25.0) | Model: saudi arabia (45.0,25.0) p = 0
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (42.0955556,37.775) p = 4
#############################################
t_c | Gold: minneapolis (-93.26361,44.98) | Model: minneapolis (-93.26361,44.98) p = 354590
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (-93.4666667,17.4) p = 758
#############################################
t_c | Gold: glasgow (-4.25,55.8333333) | Model: glasgow (-4.25,55.8333333) p = 166
#############################################
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-76.97778,36.8575) p = 559
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_c | Gold: namibia (17.0,-22.0) | Model: namibia (17.0,-22.0) p = 0
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-76.97778,36.8575) p = 559
t_i | Gold: canada (-96.0,60.0) | Model: canada (-82.32444,37.60556) p = 626
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-76.97778,36.8575) p = 559
t_i | Gold: trinidad (-61.0,11.0) | Model: trinidad (-76.98472,38.90556) p = 1737
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: berlin (13.4,52.5166667) | Model: berlin (-76.97778,36.8575) p = 559
t_i | Gold: brussels (4.3333333,50.8333333) | Model: brussels (-87.62083,44.73611) p = 827
#############################################
t_i | Gold: bombay (72.8258333,18.975) | Model: bombay (-92.89139,44.28361) p = 124
t_c | Gold: india (77.0,20.0) | Model: india (77.0,20.0) p = 0
#############################################
t_i | Gold: togo (1.1666667,8.0) | Model: togo (-93.15583,47.82139) p = 74
t_i | Gold: congo (12.4,-6.0666667) | Model: congo (-91.25,18.5333333) p = 2500
t_i | Gold: togo (1.1666667,8.0) | Model: togo (-93.15583,47.82139) p = 74
t_i | Gold: congo (12.4,-6.0666667) | Model: congo (-91.25,18.5333333) p = 2500
t_i | Gold: togo (1.1666667,8.0) | Model: togo (-93.15583,47.82139) p = 74
#############################################
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-94.9666667,17.3833333) p = 5
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: miami (-80.19389,25.77389) | Model: miami (-94.87722,36.87444) p = 13404
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_i | Gold: miami (-80.19389,25.77389) | Model: miami (-94.87722,36.87444) p = 13404
t_i | Gold: miami (-80.19389,25.77389) | Model: miami (-94.87722,36.87444) p = 13404
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-94.9666667,17.3833333) p = 5
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-94.9666667,17.3833333) p = 5
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-94.9666667,17.3833333) p = 5
t_i | Gold: colombia (-72.0,4.0) | Model: colombia (-94.9666667,17.3833333) p = 5
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_i | Gold: wales (-3.5,52.5) | Model: wales (-87.08278,35.24889) p = 1567
t_i | Gold: san marino (11.4166667,44.6166667) | Model: san marino (-76.3333333,5.4) p = 3395
t_i | Gold: barry (-3.25,51.4) | Model: barry (-91.03889,39.69417) p = 1355
t_i | Gold: wales (-3.5,52.5) | Model: wales (-87.08278,35.24889) p = 1567
t_i | Gold: san marino (11.4166667,44.6166667) | Model: san marino (-76.3333333,5.4) p = 3395
t_i | Gold: wales (-3.5,52.5) | Model: wales (-87.08278,35.24889) p = 1567
#############################################
t_c | Gold: madrid (-3.6833333,40.4) | Model: madrid (-3.6833333,40.4) p = 1319
#############################################
t_c | Gold: brussels (4.3333333,50.8333333) | Model: brussels (4.3333333,50.8333333) p = 1734
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: portugal (-8.0,39.5) | Model: portugal (-8.0,39.5) p = 0
t_c | Gold: iceland (-18.0,65.0) | Model: iceland (-18.0,65.0) p = 0
t_c | Gold: belgium (4.0,50.8333333) | Model: belgium (4.0,50.833333333333336) p = 0
t_c | Gold: luxembourg (6.1666667,49.75) | Model: luxembourg (6.166666666666667,49.75) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
#############################################
t_i | Gold: belgium (4.0,50.8333333) | Model: belgium (-76.275,43.17639) p = 13530
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: canada (-96.0,60.0) | Model: canada (-82.32444,37.60556) p = 626
t_i | Gold: finland (26.0,64.0) | Model: finland (-75.41972,40.38417) p = 2034
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
#############################################
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: russia (100.0,60.0) | Model: russia (100.0,60.0) p = 0
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: grozny (45.7002778,43.3083333) | Model: grozny (45.7002778,43.3083333) p = 997
t_c | Gold: moscow (37.6155556,55.7522222) | Model: moscow (37.6155556,55.7522222) p = 2483
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: moscow (37.6155556,55.7522222) | Model: moscow (37.6155556,55.7522222) p = 2483
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: moscow (37.6155556,55.7522222) | Model: moscow (37.6155556,55.7522222) p = 2483
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: grozny (45.7002778,43.3083333) | Model: grozny (45.7002778,43.3083333) p = 997
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: russia (100.0,60.0) | Model: russia (100.0,60.0) p = 0
t_c | Gold: moscow (37.6155556,55.7522222) | Model: moscow (37.6155556,55.7522222) p = 2483
t_c | Gold: moscow (37.6155556,55.7522222) | Model: moscow (37.6155556,55.7522222) p = 2483
t_c | Gold: chechnya (45.7,43.3) | Model: null
t_c | Gold: russian federation (100.0,60.0) | Model: null
#############################################
t_i | Gold: mexico (-102.0,23.0) | Model: mexico (-93.2083333,15.9833333) p = 100
t_i | Gold: guerrero (-100.0,17.6666667) | Model: guerrero (-92.7541667,17.4083333) p = 1448
t_i | Gold: guerrero (-100.0,17.6666667) | Model: guerrero (-92.7541667,17.4083333) p = 1448
t_i | Gold: guerrero (-100.0,17.6666667) | Model: guerrero (-92.7541667,17.4083333) p = 1448
t_c | Gold: chiapas (-93.0,16.7) | Model: chiapas (-93.0,16.7) p = 758
t_i | Gold: guerrero (-100.0,17.6666667) | Model: guerrero (-92.7541667,17.4083333) p = 1448
#############################################
t_c | Gold: jerusalem (35.2333333,31.7666667) | Model: jerusalem (35.2333333,31.7666667) p = 1454
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: caesarea (34.8833333,32.4833333) | Model: caesarea (34.8833333,32.4833333) p = 2
t_c | Gold: israel (34.75,31.5) | Model: israel (34.75,31.5) p = 0
t_c | Gold: egypt (30.0,27.0) | Model: egypt (30.0,27.0) p = 0
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
#############################################
t_i | Gold: manila (121.0,14.5833333) | Model: manila (-82.91556,37.84278) p = 1845
#############################################
t_i | Gold: bulgaria (25.0,43.0) | Model: bulgaria (-75.7202778,4.2219444) p = 1033
t_i | Gold: sofia (23.3166667,42.6833333) | Model: sofia (-75.0666667,5.6333333) p = 340
t_i | Gold: bulgaria (25.0,43.0) | Model: bulgaria (-75.7202778,4.2219444) p = 1033
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-87.20083,30.83833) p = 17778
#############################################
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: france (2.0,46.0) | Model: france (-111.27444,43.9725) p = 476
t_i | Gold: germany (10.5,51.5) | Model: germany (-79.11694,40.42028) p = 193
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
t_i | Gold: britain (-4.0,54.0) | Model: britain (-77.69722,39.25278) p = 18069
#############################################
t_i | Gold: belgrade (20.4680556,44.8186111) | Model: belgrade (-90.84917,37.78667) p = 3631
#############################################
t_c | Gold: abderdeen (-2.1,57.1333333) | Model: null
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-86.90389,38.91278) p = 314
t_i | Gold: scotland (-4.0,56.0) | Model: scotland (-86.90389,38.91278) p = 314
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: manchester (-2.2166667,53.5) | Model: manchester (-2.2166667,53.5) p = 39
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (-84.08333,37.12889) p = 7201
#############################################
t_c | Gold: athens (23.7333333,37.9833333) | Model: athens (23.7333333,37.9833333) p = 374
t_c | Gold: geneva (6.1666667,46.2) | Model: geneva (6.1666667,46.2) p = 171000
t_c | Gold: greece (22.0,39.0) | Model: greece (22.0,39.0) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: hungary (20.0,47.0) | Model: hungary (20.0,47.0) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
#############################################
t_i | Gold: essex (0.5833333,51.8333333) | Model: essex (-82.51667,38.49722) p = 2573
t_i | Gold: london (-0.1,51.5166667) | Model: london (-82.62944,40.91028) p = 8386
t_i | Gold: england (-2.0,53.0) | Model: england (-94.66778,35.88444) p = 228
t_i | Gold: australia (135.0,-25.0) | Model: australia (-81.1361111,22.5008333) p = 64100
t_i | Gold: england (-2.0,53.0) | Model: england (-94.66778,35.88444) p = 228
#############################################
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: taipei (121.45,25.0166667) | Model: taipei (121.45,25.0166667) p = 1290
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: taiwan (121.0,23.5) | Model: taiwan (121.0,23.5) p = 0
t_c | Gold: u.s. (-97.0,38.0) | Model: null
#############################################
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: johannesburg (28.9666667,-22.9333333) | Model: johannesburg (28.0833333,-26.2) p = 770
t_c | Gold: robben island (18.3666667,-33.8) | Model: null
t_c | Gold: cape town (18.4333333,-33.9) | Model: cape town (18.4166667,-33.9166667) p = 1200
t_i | Gold: sandusky (-82.70806,41.44889) | Model: sandusky (-78.38472,42.49583) p = 2467
t_i | Gold: ohio (-82.67375,40.19406) | Model: ohio (8.6166667,6.8) p = 1145
t_i | Gold: atlantic ocean (-25.0,10.0) | Model: atlantic ocean (-25.0,0.0) p = 0
#############################################
t_i | Gold: helsinki (21.4333333,60.6) | Model: helsinki (24.9341667,60.1755556) p = 930
t_i | Gold: helsinki (21.4333333,60.6) | Model: helsinki (24.9341667,60.1755556) p = 930
#############################################
t_i | Gold: toronto (-79.4166667,43.6666667) | Model: toronto (38.1,-4.9) p = 6413
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: sweden (15.0,62.0) | Model: sweden (-70.82306,44.13333) p = 22596
t_i | Gold: chile (-71.0,-30.0) | Model: chile (15.5,-13.7333333) p = 8939
t_i | Gold: australia (135.0,-25.0) | Model: australia (-62.5166667,-19.85) p = 64100
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_i | Gold: australia (135.0,-25.0) | Model: australia (-62.5166667,-19.85) p = 64100
t_i | Gold: australia (135.0,-25.0) | Model: australia (-62.5166667,-19.85) p = 64100
#############################################
t_c | Gold: nz (-0.0,41.0) | Model: null
t_i | Gold: wellington (174.7666667,-41.2833333) | Model: wellington (76.8,11.3666667) p = 2214
t_i | Gold: wellington (174.7666667,-41.2833333) | Model: wellington (76.8,11.3666667) p = 2214
#############################################
t_i | Gold: sydney (151.2166667,-33.8833333) | Model: sydney (-82.2075,27.96306) p = 14494
t_i | Gold: akron (-81.51917,41.08139) | Model: akron (-76.2025,40.15667) p = 4005
t_i | Gold: ohio (-82.67375,40.19406) | Model: ohio (-93.85167,38.15556) p = 3809
t_i | Gold: akron (-81.51917,41.08139) | Model: akron (-76.2025,40.15667) p = 4005
t_i | Gold: japan (138.0,36.0) | Model: japan (-75.91056,40.9925) p = 752
#############################################
t_c | Gold: chicago (-87.65,41.85) | Model: chicago (-87.65,41.85) p = 2731743
#############################################
t_i | Gold: bonn (7.1,50.7333333) | Model: bonn (-81.38556,39.53139) p = 932
#############################################
